tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	specimen	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study		1.6	99.1	-72.4	AP2-6a:LP-DIR-T	hargrave 2016-05-16 18:14:19	Agate Point	pmagpy-3.4.1	2.88e-06	AP2-6a:LP-DIR-T14	1	5.88e-08	5.6e-08	2.3900000000000002e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-6a	0	0	0	-90	843
This study		1.6	95.4	-71.9	AP2-6a:LP-DIR-T	hargrave 2016-05-17 14:34:04	Agate Point	pmagpy-3.4.1	2.23e-06	AP2-6a:LP-DIR-T15	1	4.67e-08	4.42e-08	2.04e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-6a	0	0	0	-90	848
This study		1.5	97.1	-72.5	AP2-6a:LP-DIR-T	hargrave 2016-05-18 11:24:28	Agate Point	pmagpy-3.4.1	1.87e-06	AP2-6a:LP-DIR-T16	1	3.73e-08	3.53e-08	1.4299999999999999e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-6a	0	0	0	-90	853
This study		1.3	118.4	-73.2	AP2-7a:LP-DIR-T	hargrave 2016-04-08 16:38:58	Agate Point	pmagpy-3.4.1	1.12e-05	AP2-7a:LP-DIR-T1	1	1.99e-07	1.71e-07	5.89e-08	u	273	LT-NO:LP-DIR-T	1	g	AP2-7a	0	0	0	-90	273
This study		1.1	119.0	-72.9	AP2-7a:LP-DIR-T	hargrave 2016-04-11 16:56:34	Agate Point	pmagpy-3.4.1	1.07e-05	AP2-7a:LP-DIR-T2	1	1.5e-07	1.54e-07	6.2e-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-7a	0	0	0	-90	77
This study		1.2	120.8	-73.5	AP2-7a:LP-DIR-T	hargrave 2016-04-18 09:41:56	Agate Point	pmagpy-3.4.1	1.09e-05	AP2-7a:LP-DIR-T3	1	1.2699999999999999e-07	1.85e-07	6.67e-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-7a	0	0	0	-90	373
This study		1.3	113.5	-78.2	AP2-7a:LP-DIR-T	hargrave 2016-04-18 16:55:00	Agate Point	pmagpy-3.4.1	1.1599999999999999e-05	AP2-7a:LP-DIR-T4	1	1.56e-07	2.1800000000000002e-07	7.53e-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-7a	0	0	0	-90	473
This study		1.6	111.7	-79.0	AP2-7a:LP-DIR-T	hargrave 2016-04-19 12:41:29	Agate Point	pmagpy-3.4.1	1.13e-05	AP2-7a:LP-DIR-T5	1	1.55e-07	2.79e-07	6.91e-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-7a	0	0	0	-90	573
This study		1.7	113.7	-79.2	AP2-7a:LP-DIR-T	hargrave 2016-04-25 12:20:28	Agate Point	pmagpy-3.4.1	7.63e-06	AP2-7a:LP-DIR-T6	1	1.57e-07	1.72e-07	8.86e-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-7a	0	0	0	-90	623
This study		1.6	111.8	-79.5	AP2-7a:LP-DIR-T	hargrave 2016-04-26 09:14:49	Agate Point	pmagpy-3.4.1	6.65e-06	AP2-7a:LP-DIR-T7	1	1.24e-07	1.45e-07	7.940000000000001e-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-7a	0	0	0	-90	673
This study		1.7	112.0	-78.9	AP2-7a:LP-DIR-T	hargrave 2016-04-26 16:44:38	Agate Point	pmagpy-3.4.1	5.51e-06	AP2-7a:LP-DIR-T8	1	1.05e-07	1.2699999999999999e-07	6.12e-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-7a	0	0	0	-90	723
This study		1.6	111.9	-79.2	AP2-7a:LP-DIR-T	hargrave 2016-05-02 13:38:44	Agate Point	pmagpy-3.4.1	4.87e-06	AP2-7a:LP-DIR-T9	1	9.06e-08	1.0099999999999999e-07	2.93e-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-7a	0	0	0	-90	748
This study		1.5	114.2	-79.6	AP2-7a:LP-DIR-T	hargrave 2016-05-02 20:01:02	Agate Point	pmagpy-3.4.1	4.51e-06	AP2-7a:LP-DIR-T10	1	8.26e-08	9.17e-08	4.92e-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-7a	0	0	0	-90	773
This study		1.6	111.1	-79.5	AP2-7a:LP-DIR-T	hargrave 2016-05-03 18:53:55	Agate Point	pmagpy-3.4.1	3.9e-06	AP2-7a:LP-DIR-T11	1	7.15e-08	7.98e-08	3.61e-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-7a	0	0	0	-90	798
This study		1.6	109.9	-79.2	AP2-7a:LP-DIR-T	hargrave 2016-05-12 14:36:07	Agate Point	pmagpy-3.4.1	3.29e-06	AP2-7a:LP-DIR-T12	1	5.98e-08	6.950000000000001e-08	3.56e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-7a	0	0	0	-90	823
This study		1.5	113.6	-80.0	AP2-7a:LP-DIR-T	hargrave 2016-05-16 12:15:22	Agate Point	pmagpy-3.4.1	2.59e-06	AP2-7a:LP-DIR-T13	1	4.8e-08	4.85e-08	2.97e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-7a	0	0	0	-90	833
This study		1.5	119.9	-79.5	AP2-7a:LP-DIR-T	hargrave 2016-05-16 18:15:47	Agate Point	pmagpy-3.4.1	1.74e-06	AP2-7a:LP-DIR-T14	1	3.09e-08	3.44e-08	2.13e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-7a	0	0	0	-90	843
This study		1.5	109.1	-79.1	AP2-7a:LP-DIR-T	hargrave 2016-05-17 14:35:31	Agate Point	pmagpy-3.4.1	1.26e-06	AP2-7a:LP-DIR-T15	1	2.25e-08	2.62e-08	1.59e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-7a	0	0	0	-90	848
This study		1.5	120.0	-79.6	AP2-7a:LP-DIR-T	hargrave 2016-05-18 11:25:57	Agate Point	pmagpy-3.4.1	1.01e-06	AP2-7a:LP-DIR-T16	1	1.75e-08	2e-08	1.1000000000000001e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-7a	0	0	0	-90	853
This study		2.9	342.5	-15.9	AP2-8a:LP-DIR-T	hargrave 2016-04-08 16:40:27	Agate Point	pmagpy-3.4.1	1.4300000000000002e-05	AP2-8a:LP-DIR-T1	1	1.26e-07	5.81e-07	3.96e-07	u	273	LT-NO:LP-DIR-T	1	g	AP2-8a	0	0	0	-90	273
This study		3.0	342.3	-16.3	AP2-8a:LP-DIR-T	hargrave 2016-04-11 16:59:47	Agate Point	pmagpy-3.4.1	1.36e-05	AP2-8a:LP-DIR-T2	1	1.48e-07	5.86e-07	3.79e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-8a	0	0	0	-90	77
This study		3.2	343.0	-16.8	AP2-8a:LP-DIR-T	hargrave 2016-04-18 09:43:06	Agate Point	pmagpy-3.4.1	1.3699999999999998e-05	AP2-8a:LP-DIR-T3	1	1.44e-07	6.38e-07	4.03e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-8a	0	0	0	-90	373
This study		1.7	343.7	-19.4	AP2-8a:LP-DIR-T	hargrave 2016-04-18 16:56:09	Agate Point	pmagpy-3.4.1	1.4400000000000001e-05	AP2-8a:LP-DIR-T4	1	1.3900000000000001e-07	1.36e-07	4.02e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-8a	0	0	0	-90	473
This study		1.8	344.9	-20.4	AP2-8a:LP-DIR-T	hargrave 2016-04-19 12:42:43	Agate Point	pmagpy-3.4.1	1.4400000000000001e-05	AP2-8a:LP-DIR-T5	1	1.37e-07	1.2699999999999999e-07	4.3e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-8a	0	0	0	-90	573
This study		1.7	346.8	-20.5	AP2-8a:LP-DIR-T	hargrave 2016-04-25 12:21:57	Agate Point	pmagpy-3.4.1	1.18e-05	AP2-8a:LP-DIR-T6	1	1.32e-07	1.62e-07	3.01e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-8a	0	0	0	-90	623
This study		1.8	344.9	-20.8	AP2-8a:LP-DIR-T	hargrave 2016-04-26 09:16:18	Agate Point	pmagpy-3.4.1	1.07e-05	AP2-8a:LP-DIR-T7	1	1.15e-07	1.83e-07	2.7100000000000003e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-8a	0	0	0	-90	673
This study		2.9	345.4	-21.4	AP2-8a:LP-DIR-T	hargrave 2016-04-26 16:46:57	Agate Point	pmagpy-3.4.1	9.6e-06	AP2-8a:LP-DIR-T8	1	1.12e-07	4.16e-07	2.51e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-8a	0	0	0	-90	723
This study		2.1	345.2	-21.5	AP2-8a:LP-DIR-T	hargrave 2016-05-02 13:40:17	Agate Point	pmagpy-3.4.1	8.72e-06	AP2-8a:LP-DIR-T9	1	1.28e-07	1.06e-07	2.7800000000000003e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-8a	0	0	0	-90	748
This study		1.9	344.7	-22.1	AP2-8a:LP-DIR-T	hargrave 2016-05-02 20:02:35	Agate Point	pmagpy-3.4.1	8.13e-06	AP2-8a:LP-DIR-T10	1	8.29e-08	1.43e-07	2.22e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-8a	0	0	0	-90	773
This study		1.9	347.5	-21.7	AP2-8a:LP-DIR-T	hargrave 2016-05-03 18:55:23	Agate Point	pmagpy-3.4.1	7.17e-06	AP2-8a:LP-DIR-T11	1	1.04e-07	1.12e-07	1.95e-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-8a	0	0	0	-90	798
This study		1.9	344.7	-22.0	AP2-8a:LP-DIR-T	hargrave 2016-05-12 14:37:36	Agate Point	pmagpy-3.4.1	5.83e-06	AP2-8a:LP-DIR-T12	1	6.47e-08	1.1900000000000001e-07	1.54e-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-8a	0	0	0	-90	823
This study		2.4	345.1	-23.3	AP2-8a:LP-DIR-T	hargrave 2016-05-16 12:16:51	Agate Point	pmagpy-3.4.1	4.5e-06	AP2-8a:LP-DIR-T13	1	4.9e-08	1.4599999999999998e-07	1.1800000000000001e-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-8a	0	0	0	-90	833
This study		2.1	344.9	-24.8	AP2-8a:LP-DIR-T	hargrave 2016-05-16 18:17:13	Agate Point	pmagpy-3.4.1	3.44e-06	AP2-8a:LP-DIR-T14	1	3.71e-08	8.81e-08	9.17e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-8a	0	0	0	-90	843
This study		1.9	344.3	-24.4	AP2-8a:LP-DIR-T	hargrave 2016-05-17 14:37:00	Agate Point	pmagpy-3.4.1	2.91e-06	AP2-8a:LP-DIR-T15	1	3.15e-08	5.48e-08	7.74e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-8a	0	0	0	-90	848
This study		1.8	345.9	-23.6	AP2-8a:LP-DIR-T	hargrave 2016-05-18 11:27:28	Agate Point	pmagpy-3.4.1	2.54e-06	AP2-8a:LP-DIR-T16	1	3.4e-08	2.84e-08	6.99e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-8a	0	0	0	-90	853
This study		0.8	36.5	8.9	AP3-1a:LP-DIR-T	hargrave 2016-04-08 16:42:46	Agate Point	pmagpy-3.4.1	1.3000000000000001e-05	AP3-1a:LP-DIR-T1	1	1.0199999999999999e-07	1.05e-07	1.1e-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-1a	0	0	0	-90	273
This study		2.2	33.5	8.5	AP3-1a:LP-DIR-T	hargrave 2016-04-11 17:01:15	Agate Point	pmagpy-3.4.1	1.29e-05	AP3-1a:LP-DIR-T2	1	2.7e-07	4.0799999999999995e-07	1.0300000000000001e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-1a	0	0	0	-90	77
This study		1.7	34.8	7.6	AP3-1a:LP-DIR-T	hargrave 2016-04-18 09:44:16	Agate Point	pmagpy-3.4.1	1.32e-05	AP3-1a:LP-DIR-T3	1	2.17e-07	3.09e-07	1.12e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-1a	0	0	0	-90	373
This study		2.4	34.9	5.8	AP3-1a:LP-DIR-T	hargrave 2016-04-18 16:57:23	Agate Point	pmagpy-3.4.1	1.4099999999999999e-05	AP3-1a:LP-DIR-T4	1	3.36e-07	4.61e-07	1.23e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-1a	0	0	0	-90	473
This study		2.3	33.3	5.2	AP3-1a:LP-DIR-T	hargrave 2016-04-19 12:44:34	Agate Point	pmagpy-3.4.1	1.28e-05	AP3-1a:LP-DIR-T5	1	2.7100000000000003e-07	4.1799999999999996e-07	1.0900000000000001e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-1a	0	0	0	-90	573
This study		1.2	36.6	5.1	AP3-1a:LP-DIR-T	hargrave 2016-04-25 12:23:25	Agate Point	pmagpy-3.4.1	1.11e-05	AP3-1a:LP-DIR-T6	1	1.43e-07	1.51e-07	1.3e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-1a	0	0	0	-90	623
This study		0.9	34.4	4.9	AP3-1a:LP-DIR-T	hargrave 2016-04-26 09:17:47	Agate Point	pmagpy-3.4.1	9.87e-06	AP3-1a:LP-DIR-T7	1	9.34e-08	8.279999999999999e-08	1.11e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-1a	0	0	0	-90	673
This study		1.1	32.0	4.9	AP3-1a:LP-DIR-T	hargrave 2016-04-26 16:48:26	Agate Point	pmagpy-3.4.1	8.53e-06	AP3-1a:LP-DIR-T8	1	9.210000000000001e-08	1.12e-07	9.15e-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-1a	0	0	0	-90	723
This study		2.0	32.7	4.8	AP3-1a:LP-DIR-T	hargrave 2016-05-02 13:41:44	Agate Point	pmagpy-3.4.1	7.66e-06	AP3-1a:LP-DIR-T9	1	1.31e-07	2.1100000000000002e-07	8.779999999999999e-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-1a	0	0	0	-90	748
This study		0.8	34.4	5.1	AP3-1a:LP-DIR-T	hargrave 2016-05-02 20:04:03	Agate Point	pmagpy-3.4.1	6.93e-06	AP3-1a:LP-DIR-T10	1	5.7300000000000004e-08	4.8399999999999997e-08	7.15e-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-1a	0	0	0	-90	773
This study		0.7	35.5	4.9	AP3-1a:LP-DIR-T	hargrave 2016-05-03 18:57:43	Agate Point	pmagpy-3.4.1	5.97e-06	AP3-1a:LP-DIR-T11	1	4.42e-08	3.69e-08	6.04e-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-1a	0	0	0	-90	798
This study		3.3	32.1	5.1	AP3-1a:LP-DIR-T	hargrave 2016-05-12 14:39:05	Agate Point	pmagpy-3.4.1	4.55e-06	AP3-1a:LP-DIR-T12	1	1.42e-07	2.19e-07	4.4800000000000004e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-1a	0	0	0	-90	823
This study		2.2	32.5	5.5	AP3-1a:LP-DIR-T	hargrave 2016-05-16 12:18:19	Agate Point	pmagpy-3.4.1	3.52e-06	AP3-1a:LP-DIR-T13	1	7.53e-08	1.12e-07	3.5099999999999997e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-1a	0	0	0	-90	833
This study		3.5	34.1	5.4	AP3-1a:LP-DIR-T	hargrave 2016-05-16 18:18:41	Agate Point	pmagpy-3.4.1	2.91e-06	AP3-1a:LP-DIR-T14	1	9.939999999999999e-08	1.45e-07	3.0499999999999995e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-1a	0	0	0	-90	843
This study		3.2	32.3	5.5	AP3-1a:LP-DIR-T	hargrave 2016-05-17 14:38:28	Agate Point	pmagpy-3.4.1	2.51e-06	AP3-1a:LP-DIR-T15	1	7.58e-08	1.1900000000000001e-07	2.58e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-1a	0	0	0	-90	848
This study		0.9	35.4	5.6	AP3-1a:LP-DIR-T	hargrave 2016-05-18 11:29:00	Agate Point	pmagpy-3.4.1	2.3e-06	AP3-1a:LP-DIR-T16	1	1.91e-08	2.17e-08	2.4700000000000003e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-1a	0	0	0	-90	853
This study		0.9	24.4	31.2	AP3-2a:LP-DIR-T	hargrave 2016-04-08 16:44:16	Agate Point	pmagpy-3.4.1	1.4300000000000002e-05	AP3-2a:LP-DIR-T1	1	1.45e-07	1.41e-07	1.25e-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-2a	0	0	0	-90	273
This study		1.6	23.4	30.7	AP3-2a:LP-DIR-T	hargrave 2016-04-11 17:02:44	Agate Point	pmagpy-3.4.1	1.3800000000000002e-05	AP3-2a:LP-DIR-T2	1	2.16e-07	2.95e-07	1.31e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-2a	0	0	0	-90	77
This study		2.9	25.9	30.3	AP3-2a:LP-DIR-T	hargrave 2016-04-18 09:45:31	Agate Point	pmagpy-3.4.1	1.39e-05	AP3-2a:LP-DIR-T3	1	3.56e-07	6.070000000000001e-07	1.24e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-2a	0	0	0	-90	373
This study		1.3	26.7	29.5	AP3-2a:LP-DIR-T	hargrave 2016-04-18 16:59:19	Agate Point	pmagpy-3.4.1	1.4300000000000002e-05	AP3-2a:LP-DIR-T4	1	2.1e-07	2.4e-07	1.24e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-2a	0	0	0	-90	473
This study		0.9	24.2	29.3	AP3-2a:LP-DIR-T	hargrave 2016-04-19 12:45:46	Agate Point	pmagpy-3.4.1	1.3000000000000001e-05	AP3-2a:LP-DIR-T5	1	1.28e-07	1.2099999999999998e-07	1.12e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-2a	0	0	0	-90	573
This study		1.2	26.6	29.4	AP3-2a:LP-DIR-T	hargrave 2016-04-25 12:25:46	Agate Point	pmagpy-3.4.1	1.18e-05	AP3-2a:LP-DIR-T6	1	1.62e-07	1.5e-07	1.59e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-2a	0	0	0	-90	623
This study		1.3	26.8	29.3	AP3-2a:LP-DIR-T	hargrave 2016-04-26 09:19:17	Agate Point	pmagpy-3.4.1	1.11e-05	AP3-2a:LP-DIR-T7	1	1.3900000000000001e-07	1.69e-07	1.41e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-2a	0	0	0	-90	673
This study		1.1	25.1	29.3	AP3-2a:LP-DIR-T	hargrave 2016-04-26 16:49:56	Agate Point	pmagpy-3.4.1	1.0199999999999999e-05	AP3-2a:LP-DIR-T8	1	1.2699999999999999e-07	1.04e-07	1.2099999999999998e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-2a	0	0	0	-90	723
This study		1.5	25.7	29.3	AP3-2a:LP-DIR-T	hargrave 2016-05-02 13:43:13	Agate Point	pmagpy-3.4.1	9.47e-06	AP3-2a:LP-DIR-T9	1	1.36e-07	1.74e-07	1.05e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-2a	0	0	0	-90	748
This study		1.0	25.0	29.3	AP3-2a:LP-DIR-T	hargrave 2016-05-02 20:05:33	Agate Point	pmagpy-3.4.1	8.67e-06	AP3-2a:LP-DIR-T10	1	1.05e-07	1.0099999999999999e-07	9.48e-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-2a	0	0	0	-90	773
This study		1.0	24.5	29.4	AP3-2a:LP-DIR-T	hargrave 2016-05-03 18:59:12	Agate Point	pmagpy-3.4.1	7.11e-06	AP3-2a:LP-DIR-T11	1	7.7e-08	7e-08	7.76e-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-2a	0	0	0	-90	798
This study		1.1	25.0	29.3	AP3-2a:LP-DIR-T	hargrave 2016-05-12 14:40:35	Agate Point	pmagpy-3.4.1	4.91e-06	AP3-2a:LP-DIR-T12	1	6.259999999999999e-08	5.6100000000000006e-08	5.57e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-2a	0	0	0	-90	823
This study		1.3	24.0	29.8	AP3-2a:LP-DIR-T	hargrave 2016-05-16 12:19:49	Agate Point	pmagpy-3.4.1	3.6e-06	AP3-2a:LP-DIR-T13	1	4.64e-08	6.09e-08	4.32e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-2a	0	0	0	-90	833
This study		1.3	23.5	29.8	AP3-2a:LP-DIR-T	hargrave 2016-05-16 18:20:10	Agate Point	pmagpy-3.4.1	2.96e-06	AP3-2a:LP-DIR-T14	1	4.82e-08	3.99e-08	3.67e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-2a	0	0	0	-90	843
This study		1.7	23.7	29.9	AP3-2a:LP-DIR-T	hargrave 2016-05-17 14:39:57	Agate Point	pmagpy-3.4.1	2.58e-06	AP3-2a:LP-DIR-T15	1	4.79e-08	5.6900000000000007e-08	3.18e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-2a	0	0	0	-90	848
This study		1.1	25.3	30.2	AP3-2a:LP-DIR-T	hargrave 2016-05-18 11:30:31	Agate Point	pmagpy-3.4.1	2.35e-06	AP3-2a:LP-DIR-T16	1	2.97e-08	2.69e-08	2.8700000000000002e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-2a	0	0	0	-90	853
This study		2.1	230.4	-44.2	AP3-3a:LP-DIR-T	hargrave 2016-04-08 16:45:50	Agate Point	pmagpy-3.4.1	8.68e-06	AP3-3a:LP-DIR-T1	1	2.55e-07	1.04e-07	1.58e-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-3a	0	0	0	-90	273
This study		2.0	228.9	-44.8	AP3-3a:LP-DIR-T	hargrave 2016-04-11 17:05:58	Agate Point	pmagpy-3.4.1	8.17e-06	AP3-3a:LP-DIR-T2	1	2.0199999999999998e-07	1.0699999999999999e-07	1.68e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-3a	0	0	0	-90	77
This study		2.8	232.7	-48.1	AP3-3a:LP-DIR-T	hargrave 2016-04-18 09:46:47	Agate Point	pmagpy-3.4.1	8.7e-06	AP3-3a:LP-DIR-T3	1	3.87e-07	1.1800000000000001e-07	1.53e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-3a	0	0	0	-90	373
This study		1.9	239.2	-53.1	AP3-3a:LP-DIR-T	hargrave 2016-04-18 17:01:16	Agate Point	pmagpy-3.4.1	9.86e-06	AP3-3a:LP-DIR-T4	1	2.35e-07	1.66e-07	1.56e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-3a	0	0	0	-90	473
This study		1.9	241.2	-54.5	AP3-3a:LP-DIR-T	hargrave 2016-04-19 12:47:43	Agate Point	pmagpy-3.4.1	8.83e-06	AP3-3a:LP-DIR-T5	1	2.3199999999999999e-07	1.2199999999999998e-07	1.29e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-3a	0	0	0	-90	573
This study		2.0	241.6	-55.1	AP3-3a:LP-DIR-T	hargrave 2016-04-25 12:27:20	Agate Point	pmagpy-3.4.1	7.61e-06	AP3-3a:LP-DIR-T6	1	2.2e-07	1.2e-07	1.1599999999999999e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-3a	0	0	0	-90	623
This study		2.0	242.0	-54.8	AP3-3a:LP-DIR-T	hargrave 2016-04-26 09:21:42	Agate Point	pmagpy-3.4.1	6.92e-06	AP3-3a:LP-DIR-T7	1	1.8899999999999999e-07	1.25e-07	1.08e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-3a	0	0	0	-90	673
This study		1.8	243.9	-55.3	AP3-3a:LP-DIR-T	hargrave 2016-04-26 16:51:30	Agate Point	pmagpy-3.4.1	6.24e-06	AP3-3a:LP-DIR-T8	1	1.1800000000000001e-07	1.35e-07	9.17e-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-3a	0	0	0	-90	723
This study		1.6	243.2	-54.6	AP3-3a:LP-DIR-T	hargrave 2016-05-02 13:44:46	Agate Point	pmagpy-3.4.1	5.65e-06	AP3-3a:LP-DIR-T9	1	1.34e-07	7.89e-08	5.5e-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-3a	0	0	0	-90	748
This study		1.6	243.5	-55.3	AP3-3a:LP-DIR-T	hargrave 2016-05-02 20:07:07	Agate Point	pmagpy-3.4.1	5.11e-06	AP3-3a:LP-DIR-T10	1	9.980000000000001e-08	8.3e-08	7.08e-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-3a	0	0	0	-90	773
This study		1.8	244.0	-55.2	AP3-3a:LP-DIR-T	hargrave 2016-05-03 19:00:45	Agate Point	pmagpy-3.4.1	4.3e-06	AP3-3a:LP-DIR-T11	1	7.58e-08	9.48e-08	6.47e-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-3a	0	0	0	-90	798
This study		1.7	242.3	-55.6	AP3-3a:LP-DIR-T	hargrave 2016-05-12 14:43:00	Agate Point	pmagpy-3.4.1	2.8e-06	AP3-3a:LP-DIR-T12	1	6.37e-08	4.71e-08	3.87e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-3a	0	0	0	-90	823
This study		1.8	242.0	-55.0	AP3-3a:LP-DIR-T	hargrave 2016-05-16 12:21:23	Agate Point	pmagpy-3.4.1	2.01e-06	AP3-3a:LP-DIR-T13	1	4.07e-08	3.98e-08	3.2200000000000004e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-3a	0	0	0	-90	833
This study		1.7	241.6	-55.7	AP3-3a:LP-DIR-T	hargrave 2016-05-16 18:21:48	Agate Point	pmagpy-3.4.1	1.6e-06	AP3-3a:LP-DIR-T14	1	3.55e-08	2.67e-08	2.3100000000000002e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-3a	0	0	0	-90	843
This study		1.8	239.4	-56.0	AP3-3a:LP-DIR-T	hargrave 2016-05-17 14:41:31	Agate Point	pmagpy-3.4.1	1.41e-06	AP3-3a:LP-DIR-T15	1	2.62e-08	2.92e-08	2.23e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-3a	0	0	0	-90	848
This study		1.9	242.1	-56.0	AP3-3a:LP-DIR-T	hargrave 2016-05-18 11:32:08	Agate Point	pmagpy-3.4.1	1.29e-06	AP3-3a:LP-DIR-T16	1	2.62e-08	2.71e-08	2.1e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-3a	0	0	0	-90	853
This study		1.5	245.4	-49.3	AP3-4a:LP-DIR-T	hargrave 2016-04-08 16:47:27	Agate Point	pmagpy-3.4.1	1.86e-05	AP3-4a:LP-DIR-T1	1	4.32e-07	2.1800000000000002e-07	1.41e-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-4a	0	0	0	-90	273
This study		2.2	246.5	-48.9	AP3-4a:LP-DIR-T	hargrave 2016-04-11 17:07:35	Agate Point	pmagpy-3.4.1	1.64e-05	AP3-4a:LP-DIR-T2	1	5.64e-07	2.7100000000000003e-07	1.31e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-4a	0	0	0	-90	77
