tab	specimens																								
specimen	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
CF20.8b	CF20.8		HC	304.2	24.4	1	14	100	5.8	1.7				0.14	0.025	T		hargrave 2017-12-04 21:10:24	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF20.8b	CF20.8		HC	247.7	64.9	1	14	0	5.8	1.7				0.14	0.025	T		hargrave 2017-12-04 21:10:24	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF20.8b	CF20.8		HC	215.7	62	1	14	-1	5.8	1.7				0.14	0.025	T		hargrave 2017-12-04 21:10:24	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.1b	CF21.1		HC	178.3	62.6	1	14	-1	1.9	1.2				0.14	0.025	T		hargrave 2017-12-04 21:46:51	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.1b	CF21.1		HC	34	89.1	1	14	0	1.9	1.2				0.14	0.025	T		hargrave 2017-12-04 21:46:51	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.1b	CF21.1		HC	332.7	29.5	1	14	100	1.9	1.2				0.14	0.025	T		hargrave 2017-12-04 21:46:51	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.2b	CF21.2		HC	242.3	61.4	1	11	-1	9.7	3.1				0.14	0.04	T		hargrave 2017-12-04 22:21:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.2b	CF21.2		HC	224	59.6	1	11	0	9.7	3.1				0.14	0.04	T		hargrave 2017-12-04 22:21:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.2b	CF21.2		HC	296.1	34.3	1	11	100	9.7	3.1				0.14	0.04	T		hargrave 2017-12-04 22:21:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.3b	CF21.3		HC	236.3	64.6	1	10	-1	10.2	3.6				0.14	0.045	T		hargrave 2017-12-04 22:55:46	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.3b	CF21.3		HC	226	63.7	1	10	0	10.2	3.6				0.14	0.045	T		hargrave 2017-12-04 22:55:46	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.3b	CF21.3		HC	301.1	33.4	1	10	100	10.2	3.6				0.14	0.045	T		hargrave 2017-12-04 22:55:46	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.4b	CF21.4		HC	215.3	36.8	1	13	-1	3.6	1.6				0.14	0.03	T		hargrave 2017-12-04 23:29:34	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.4b	CF21.4		HC	236.1	61.8	1	13	0	3.6	1.6				0.14	0.03	T		hargrave 2017-12-04 23:29:34	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.4b	CF21.4		HC	299.3	28.7	1	13	100	3.6	1.6				0.14	0.03	T		hargrave 2017-12-04 23:29:34	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.5b	CF21.5		HC	294.6	31.5	1	14	100	1.5	1.4				0.14	0.025	T		hargrave 2017-12-05 00:03:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.5b	CF21.5		HC	220	35.7	1	14	-1	1.5	1.4				0.14	0.025	T		hargrave 2017-12-05 00:03:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.5b	CF21.5		HC	229.4	58.1	1	14	0	1.5	1.4				0.14	0.025	T		hargrave 2017-12-05 00:03:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.8b	CF21.8		HC	186	30.2	1	14	-1	0.6	1.9				0.14	0.025	T		hargrave 2017-12-05 00:39:26	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.8b	CF21.8		HC	114.7	84.6	1	14	0	0.6	1.9				0.14	0.025	T		hargrave 2017-12-05 00:39:26	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.8b	CF21.8		HC	335.7	34.1	1	14	100	0.6	1.9				0.14	0.025	T		hargrave 2017-12-05 00:39:26	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.9b	CF21.9		HC	168.9	56.6	1	14	-1	3	1.7				0.14	0.025	T		hargrave 2017-12-05 01:13:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF21.9b	CF21.9		HC	208.6	65.2	1	14	0	3	1.7				0.14	0.025	T		hargrave 2017-12-05 01:13:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF21.9b	CF21.9		HC	304.3	40.7	1	14	100	3	1.7				0.14	0.025	T		hargrave 2017-12-05 01:13:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF22.1b	CF22.1																				This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
CF22.8b	CF22.8																				This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	b		
CF23.2b	CF23.2		HC	299.2	35.6	1	14	100	2.2	0.9				0.14	0.025	T		hargrave 2017-12-05 02:58:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.2b	CF23.2		HC	128	54.2	1	14	-1	2.2	0.9				0.14	0.025	T		hargrave 2017-12-05 02:58:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.2b	CF23.2		HC	221.4	62.1	1	14	0	2.2	0.9				0.14	0.025	T		hargrave 2017-12-05 02:58:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.3b	CF23.3		HC	151.3	52.2	1	14	-1	3.1	1.6				0.14	0.025	T		hargrave 2017-12-05 03:37:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.3b	CF23.3		HC	236.3	72.6	1	14	0	3.1	1.6				0.14	0.025	T		hargrave 2017-12-05 03:37:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.3b	CF23.3		HC	311.7	30	1	14	100	3.1	1.6				0.14	0.025	T		hargrave 2017-12-05 03:37:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.4b	CF23.4		HC	257.5	67.6	1	14	-1	7.7	1.5				0.14	0.025	T		hargrave 2017-12-05 04:11:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.4b	CF23.4		HC	224.1	66.1	1	14	0	7.7	1.5				0.14	0.025	T		hargrave 2017-12-05 04:11:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.4b	CF23.4		HC	304	34.2	1	14	100	7.7	1.5				0.14	0.025	T		hargrave 2017-12-05 04:11:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.5b	CF23.5		HC	308.3	78.2	1	14	-1	3.5	2.2				0.14	0.025	T		hargrave 2017-12-05 04:45:43	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.5b	CF23.5		HC	306.9	33.1	1	14	100	3.5	2.2				0.14	0.025	T		hargrave 2017-12-05 04:45:43	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.5b	CF23.5		HC	226.8	68.6	1	14	0	3.5	2.2				0.14	0.025	T		hargrave 2017-12-05 04:45:43	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.6b	CF23.6		HC	217.7	63.7	1	14	0	7.3	1.6				0.14	0.025	T		hargrave 2017-12-05 05:19:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.6b	CF23.6		HC	258.2	63.1	1	14	-1	7.3	1.6				0.14	0.025	T		hargrave 2017-12-05 05:19:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.6b	CF23.6		HC	301.3	37.1	1	14	100	7.3	1.6				0.14	0.025	T		hargrave 2017-12-05 05:19:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.7b	CF23.7		HC	255.6	74.6	1	14	-1	3	2.8				0.14	0.025	T		hargrave 2017-12-05 05:54:07	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.7b	CF23.7		HC	211.6	69.6	1	14	0	3	2.8				0.14	0.025	T		hargrave 2017-12-05 05:54:07	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.7b	CF23.7		HC	309.2	38.3	1	14	100	3	2.8				0.14	0.025	T		hargrave 2017-12-05 05:54:07	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.8b	CF23.8		HC	277.7	72	1	14	-1	3.4	1.9				0.14	0.025	T		hargrave 2017-12-05 06:28:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF23.8b	CF23.8		HC	224.6	64.6	1	14	0	3.4	1.9				0.14	0.025	T		hargrave 2017-12-05 06:28:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF23.8b	CF23.8		HC	302.1	34.1	1	14	100	3.4	1.9				0.14	0.025	T		hargrave 2017-12-05 06:28:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.2b	CF24.2		HC	168.2	50.9	1	14	-1	2	1.1				0.14	0.025	T		hargrave 2017-12-05 07:03:14	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF24.2b	CF24.2		HC	202.7	66.4	1	14	0	2	1.1				0.14	0.025	T		hargrave 2017-12-05 07:03:14	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.2b	CF24.2		HC	306.9	42.5	1	14	100	2	1.1				0.14	0.025	T		hargrave 2017-12-05 07:03:14	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF24.3b	CF24.3		HC	303.3	41.7	1	14	100	1.8	1				0.14	0.025	T		hargrave 2017-12-05 07:39:02	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.3b	CF24.3		HC	206.7	64.2	1	14	0	1.8	1				0.14	0.025	T		hargrave 2017-12-05 07:39:02	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF24.3b	CF24.3		HC	189.9	54.8	1	14	-1	1.8	1				0.14	0.025	T		hargrave 2017-12-05 07:39:02	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.4b	CF24.4		HC	205.4	63.1	1	14	0	2	0.9				0.14	0.025	T		hargrave 2017-12-05 08:13:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF24.4b	CF24.4		HC	193.1	50.9	1	14	-1	2	0.9				0.14	0.025	T		hargrave 2017-12-05 08:13:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.4b	CF24.4		HC	302.2	42.6	1	14	100	2	0.9				0.14	0.025	T		hargrave 2017-12-05 08:13:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF24.5b	CF24.5		HC	309	38	1	14	100	7.1	1.8				0.14	0.025	T		hargrave 2017-12-05 08:48:21	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.5b	CF24.5		HC	212.6	69.5	1	14	0	7.1	1.8				0.14	0.025	T		hargrave 2017-12-05 08:48:21	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF24.5b	CF24.5		HC	153.5	54	1	14	-1	7.1	1.8				0.14	0.025	T		hargrave 2017-12-05 08:48:21	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.6b	CF24.6		HC	304.2	39	1	14	100	5.6	1.6				0.14	0.025	T		hargrave 2017-12-05 09:25:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF24.6b	CF24.6		HC	196.6	49.7	1	14	-1	5.6	1.6				0.14	0.025	T		hargrave 2017-12-05 09:25:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF24.6b	CF24.6		HC	212.4	65.6	1	14	0	5.6	1.6				0.14	0.025	T		hargrave 2017-12-05 09:25:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF25.6b	CF25.6		HC	192.1	34.1	1	13	-1	10.8	2				0.07	0.01	T		hargrave 2018-08-24 21:16:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF25.6b	CF25.6		HC	210.1	70.9	1	13	0	10.8	2				0.07	0.01	T		hargrave 2018-08-24 21:16:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF25.6b	CF25.6		HC	311	38.3	1	13	100	10.8	2				0.07	0.01	T		hargrave 2018-08-24 21:16:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF25.7b	CF25.7		HC	205	71.4	1	13	0	11.2	1.4				0.07	0.01	T		hargrave 2018-08-24 21:50:47	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF25.7b	CF25.7		HC	312.4	39.7	1	13	100	11.2	1.4				0.07	0.01	T		hargrave 2018-08-24 21:50:47	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF25.7b	CF25.7		HC	193.4	34.2	1	13	-1	11.2	1.4				0.07	0.01	T		hargrave 2018-08-24 21:50:47	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF25.8b	CF25.8		HC	204.5	36.4	1	13	-1	13.8	2.1				0.07	0.01	T		hargrave 2018-08-24 22:26:54	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF25.8b	CF25.8		HC	205.4	70.5	1	13	0	13.8	2.1				0.07	0.01	T		hargrave 2018-08-24 22:26:54	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF25.8b	CF25.8		HC	311.3	39.9	1	13	100	13.8	2.1				0.07	0.01	T		hargrave 2018-08-24 22:26:54	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.1b	CF26.1		HC	149.3	26.9	1	5	-1	17.1	2.9				0.025	0.01	T		hargrave 2018-08-24 23:02:18	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.1b	CF26.1		HC	261.8	62.9	1	5	0	17.1	2.9				0.025	0.01	T		hargrave 2018-08-24 23:02:18	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.1b	CF26.1		HC	305	17.9	1	5	100	17.1	2.9				0.025	0.01	T		hargrave 2018-08-24 23:02:18	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.2b	CF26.2		HC	151.3	25.3	1	5	-1	14.7	3				0.025	0.01	T		hargrave 2018-08-24 23:37:53	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.2b	CF26.2		HC	268.5	64	1	5	0	14.7	3				0.025	0.01	T		hargrave 2018-08-24 23:37:53	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.2b	CF26.2		HC	307.8	16.1	1	5	100	14.7	3				0.025	0.01	T		hargrave 2018-08-24 23:37:53	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.4b	CF26.4		HC	236.1	71.8	1	7	0	11.1	3.4				0.035	0.01	T		hargrave 2018-08-25 00:13:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.4b	CF26.4		HC	158.2	36.1	1	7	-1	11.1	3.4				0.035	0.01	T		hargrave 2018-08-25 00:13:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.4b	CF26.4		HC	310.7	30	1	7	100	11.1	3.4				0.035	0.01	T		hargrave 2018-08-25 00:13:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.5b	CF26.5		HC	239.4	63	1	7	0	22.4	3.6				0.035	0.01	T		hargrave 2018-08-25 00:47:51	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.5b	CF26.5		HC	301	27.4	1	7	100	22.4	3.6				0.035	0.01	T		hargrave 2018-08-25 00:47:51	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.5b	CF26.5		HC	93.7	80.4	1	7	-1	22.4	3.6				0.035	0.01	T		hargrave 2018-08-25 00:47:51	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.6b	CF26.6		HC	233	60.5	1	9	-1	17.7	2.3				0.07	0.025	T		hargrave 2018-08-25 01:24:15	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.6b	CF26.6		HC	225.2	65.8	1	9	0	17.7	2.3				0.07	0.025	T		hargrave 2018-08-25 01:24:15	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.6b	CF26.6		HC	303.6	33.8	1	9	100	17.7	2.3				0.07	0.025	T		hargrave 2018-08-25 01:24:15	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.7b	CF26.7		HC	233.2	78	1	7	-1	20	2.4				0.07	0.035	T		hargrave 2018-08-25 02:00:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.7b	CF26.7		HC	265.3	69	1	7	0	20	2.4				0.07	0.035	T		hargrave 2018-08-25 02:00:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.7b	CF26.7		HC	311.3	20	1	7	100	20	2.4				0.07	0.035	T		hargrave 2018-08-25 02:00:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.8b	CF26.8		HC	249.8	68.4	1	8	-1	15.8	1.8				0.06	0.025	T		hargrave 2018-08-25 02:34:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF26.8b	CF26.8		HC	234.8	66	1	8	0	15.8	1.8				0.06	0.025	T		hargrave 2018-08-25 02:34:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF26.8b	CF26.8		HC	304.1	29.9	1	8	100	15.8	1.8				0.06	0.025	T		hargrave 2018-08-25 02:34:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.1b	CF27.1		HC	205.9	48.3	1	16	0	0.8	0.5				0.1	0.01	T		hargrave 2018-08-25 03:12:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.1b	CF27.1		HC	239.5	40.7	1	16	-1	0.8	0.5				0.1	0.01	T		hargrave 2018-08-25 03:12:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.1b	CF27.1		HC	281.8	45.2	1	16	100	0.8	0.5				0.1	0.01	T		hargrave 2018-08-25 03:12:16	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.2b	CF27.2		HC	199.6	49.7	1	16	0	0.7	1.1				0.1	0.01	T		hargrave 2018-08-25 03:50:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.2b	CF27.2		HC	236.8	40.9	1	16	-1	0.7	1.1				0.1	0.01	T		hargrave 2018-08-25 03:50:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.2b	CF27.2		HC	284.6	49.2	1	16	100	0.7	1.1				0.1	0.01	T		hargrave 2018-08-25 03:50:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.4b	CF27.4		HC	280.2	44.4	1	16	100	0.6	0.8				0.1	0.01	T		hargrave 2018-08-25 04:27:14	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.4b	CF27.4		HC	207.2	47.2	1	16	0	0.6	0.8				0.1	0.01	T		hargrave 2018-08-25 04:27:14	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.4b	CF27.4		HC	238.8	38.9	1	16	-1	0.6	0.8				0.1	0.01	T		hargrave 2018-08-25 04:27:14	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.5b	CF27.5		HC	256.8	43.7	1	16	-1	1.4	1.2				0.1	0.01	T		hargrave 2018-08-25 05:05:15	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.5b	CF27.5		HC	208.5	45.1	1	16	0	1.4	1.2				0.1	0.01	T		hargrave 2018-08-25 05:05:15	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.5b	CF27.5		HC	277.3	43.6	1	16	100	1.4	1.2				0.1	0.01	T		hargrave 2018-08-25 05:05:15	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.6b	CF27.6		HC	250.7	42.2	1	15	-1	2.1	0.4				0.09	0.01	T		hargrave 2018-08-25 05:41:09	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.6b	CF27.6		HC	208.8	44	1	15	0	2.1	0.4				0.09	0.01	T		hargrave 2018-08-25 05:41:09	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.6b	CF27.6		HC	275.8	43.3	1	15	100	2.1	0.4				0.09	0.01	T		hargrave 2018-08-25 05:41:09	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.7b	CF27.7		HC	249.3	40.9	1	16	-1	2	0.4				0.1	0.01	T		hargrave 2018-08-25 06:19:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.7b	CF27.7		HC	208	44.3	1	16	0	2	0.4				0.1	0.01	T		hargrave 2018-08-25 06:19:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.7b	CF27.7		HC	276.2	43.9	1	16	100	2	0.4				0.1	0.01	T		hargrave 2018-08-25 06:19:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.8b	CF27.8		HC	275.4	43.5	1	16	100	2.5	0.6				0.1	0.01	T		hargrave 2018-08-25 06:55:12	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF27.8b	CF27.8		HC	208.5	43.8	1	16	0	2.5	0.6				0.1	0.01	T		hargrave 2018-08-25 06:55:12	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF27.8b	CF27.8		HC	246.7	38.5	1	16	-1	2.5	0.6				0.1	0.01	T		hargrave 2018-08-25 06:55:12	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF28.1b	CF28.1																				This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	b		
CF28.3b	CF28.3																				This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
CF28.4b	CF28.4																				This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	b		
CF28.5b	CF28.5																				This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
CF28.6b	CF28.6																				This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	b		
CF28.7b	CF28.7																				This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
CF28.8b	CF28.8																				This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	b		
CF29.1b	CF29.1		HC	311.4	19.9	1	11	100	4.4	1.9				0.055	0.01	T		hargrave 2018-08-26 19:03:10	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
CF29.1b	CF29.1		HC	192	44.1	1	11	-1	4.4	1.9				0.055	0.01	T		hargrave 2018-08-26 19:03:10	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
CF29.1b	CF29.1		HC	265.4	69	1	11	0	4.4	1.9				0.055	0.01	T		hargrave 2018-08-26 19:03:10	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
