tab	specimens
analysts	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	location	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	site	software_packages	specimen	weight
	This study		HT	1.6	176.0	40.8	3.0	1	19	100	GB12-4a:LP-DIR-T	hargrave 2016-12-23 10:10:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	GB12-4	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-4a	0.001
	This study		HT	1.0	247.9	29.4	4.2	1	19	-1	GB12-5a:LP-DIR-T	hargrave 2016-12-23 10:12:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB12-5	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-5a	0.001
	This study		HT	1.0	300.6	33.3	4.2	1	19	0	GB12-5a:LP-DIR-T	hargrave 2016-12-23 10:12:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB12-5	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-5a	0.001
	This study		HT	1.0	301.9	42.6	4.2	1	19	100	GB12-5a:LP-DIR-T	hargrave 2016-12-23 10:12:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB12-5	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-5a	0.001
	This study		HT	0.5	254.3	28.5	3.3	1	19	-1	GB12-6a:LP-DIR-T	hargrave 2016-12-23 10:13:12	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB12-6	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-6a	0.001
	This study		HT	0.5	298.6	31.7	3.3	1	19	0	GB12-6a:LP-DIR-T	hargrave 2016-12-23 10:13:12	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB12-6	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-6a	0.001
	This study		HT	0.5	299.7	41.1	3.3	1	19	100	GB12-6a:LP-DIR-T	hargrave 2016-12-23 10:13:12	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB12-6	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-6a	0.001
	This study		HT	0.3	258.5	28.4	2.6	1	19	-1	GB12-7a:LP-DIR-T	hargrave 2016-12-23 10:14:22	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB12-7	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-7a	0.001
	This study		HT	0.3	300.7	30.2	2.6	1	19	0	GB12-7a:LP-DIR-T	hargrave 2016-12-23 10:14:22	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB12-7	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-7a	0.001
	This study		HT	0.3	301.9	39.5	2.6	1	19	100	GB12-7a:LP-DIR-T	hargrave 2016-12-23 10:14:22	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB12-7	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-7a	0.001
	This study		HT	0.5	36.2	44.6	2.4	1	19	-1	GB12-8a:LP-DIR-T	hargrave 2016-12-23 10:16:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB12-8	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-8a	0.001
	This study		HT	0.5	301.4	31.2	2.4	1	19	0	GB12-8a:LP-DIR-T	hargrave 2016-12-23 10:16:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB12-8	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-8a	0.001
	This study		HT	0.5	302.8	40.5	2.4	1	19	100	GB12-8a:LP-DIR-T	hargrave 2016-12-23 10:16:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB12-8	GB12	pmagpy-3.8.9-2: demag_gui.v.3.0	GB12-8a	0.001
	This study		HT	0.2	220.7	-12.3	2.0	1	19	-1	GB13-1a:LP-DIR-T	hargrave 2016-12-23 10:17:35	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-1	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-1a	0.001
	This study		HT	0.2	293.5	34.9	2.0	1	19	0	GB13-1a:LP-DIR-T	hargrave 2016-12-23 10:17:35	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-1	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-1a	0.001
	This study		HT	0.2	294.0	44.4	2.0	1	19	100	GB13-1a:LP-DIR-T	hargrave 2016-12-23 10:17:35	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-1	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-1a	0.001
	This study		HT	0.2	228.9	-14.9	2.7	1	19	-1	GB13-2a:LP-DIR-T	hargrave 2016-12-23 10:18:47	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-2	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-2a	0.001
	This study		HT	0.2	294.5	33.7	2.7	1	19	0	GB13-2a:LP-DIR-T	hargrave 2016-12-23 10:18:47	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-2	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-2a	0.001
	This study		HT	0.2	295.0	43.1	2.7	1	19	100	GB13-2a:LP-DIR-T	hargrave 2016-12-23 10:18:47	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-2	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-2a	0.001
	This study		HT	0.3	234.4	-22.5	3.7	1	19	-1	GB13-3a:LP-DIR-T	hargrave 2016-12-23 10:20:02	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-3	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-3a	0.001
	This study		HT	0.3	296.9	28.2	3.7	1	19	0	GB13-3a:LP-DIR-T	hargrave 2016-12-23 10:20:02	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-3	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-3a	0.001
	This study		HT	0.3	297.6	37.6	3.7	1	19	100	GB13-3a:LP-DIR-T	hargrave 2016-12-23 10:20:02	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-3	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-3a	0.001
	This study		HT	0.5	201.2	-40.0	2.7	1	19	-1	GB13-4a:LP-DIR-T	hargrave 2016-12-23 10:21:21	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-4	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-4a	0.001
	This study		HT	0.5	294.2	34.4	2.7	1	19	0	GB13-4a:LP-DIR-T	hargrave 2016-12-23 10:21:21	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-4	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-4a	0.001
	This study		HT	0.5	294.7	43.9	2.7	1	19	100	GB13-4a:LP-DIR-T	hargrave 2016-12-23 10:21:21	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-4	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-4a	0.001
	This study		HT	0.9	238.2	10.5	4.3	1	19	-1	GB13-5a:LP-DIR-T	hargrave 2016-12-23 10:24:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-5	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-5a	0.001
	This study		HT	0.9	294.1	33.3	4.3	1	19	0	GB13-5a:LP-DIR-T	hargrave 2016-12-23 10:24:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-5	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-5a	0.001
	This study		HT	0.9	294.6	42.8	4.3	1	19	100	GB13-5a:LP-DIR-T	hargrave 2016-12-23 10:24:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-5	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-5a	0.001
	This study		HT	0.8	241.7	14.6	5.3	1	19	-1	GB13-6a:LP-DIR-T	hargrave 2016-12-23 10:26:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-6	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-6a	0.001
	This study		HT	0.8	293.5	30.6	5.3	1	19	0	GB13-6a:LP-DIR-T	hargrave 2016-12-23 10:26:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-6	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-6a	0.001
	This study		HT	0.8	293.9	40.1	5.3	1	19	100	GB13-6a:LP-DIR-T	hargrave 2016-12-23 10:26:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-6	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-6a	0.001
	This study		HT	0.2	301.6	44.2	2.2	1	19	-1	GB13-7a:LP-DIR-T	hargrave 2016-12-23 10:27:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-7	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-7a	0.001
	This study		HT	0.2	293.1	31.1	2.2	1	19	0	GB13-7a:LP-DIR-T	hargrave 2016-12-23 10:27:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-7	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-7a	0.001
	This study		HT	0.2	293.4	40.6	2.2	1	19	100	GB13-7a:LP-DIR-T	hargrave 2016-12-23 10:27:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-7	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-7a	0.001
	This study		HT	1.1	248.4	36.4	3.3	1	19	-1	GB13-8a:LP-DIR-T	hargrave 2016-12-23 10:28:31	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB13-8	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-8a	0.001
	This study		HT	1.1	297.0	36.4	3.3	1	19	0	GB13-8a:LP-DIR-T	hargrave 2016-12-23 10:28:31	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB13-8	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-8a	0.001
	This study		HT	1.1	298.0	45.9	3.3	1	19	100	GB13-8a:LP-DIR-T	hargrave 2016-12-23 10:28:31	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB13-8	GB13	pmagpy-3.8.9-2: demag_gui.v.3.0	GB13-8a	0.001
	This study		HT	0.5	229.3	9.1	3.2	1	19	-1	GB14-1a:LP-DIR-T	hargrave 2017-02-14 21:37:34	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB14-1	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-1a	0.001
	This study		HT	0.5	296.9	36.1	3.2	1	19	0	GB14-1a:LP-DIR-T	hargrave 2017-02-14 21:37:34	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB14-1	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-1a	0.001
	This study		HT	0.5	297.9	45.6	3.2	1	19	100	GB14-1a:LP-DIR-T	hargrave 2017-02-14 21:37:34	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB14-1	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-1a	0.001
	This study		HT	0.5	317.1	58.2	2.3	1	19	-1	GB14-2a:LP-DIR-T	hargrave 2017-02-14 21:39:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB14-2	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-2a	0.001
	This study		HT	0.5	299.2	33.8	2.3	1	19	0	GB14-2a:LP-DIR-T	hargrave 2017-02-14 21:39:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB14-2	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-2a	0.001
	This study		HT	0.5	300.4	43.2	2.3	1	19	100	GB14-2a:LP-DIR-T	hargrave 2017-02-14 21:39:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB14-2	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-2a	0.001
	This study		HT	0.4	238.4	15.1	2.7	1	19	-1	GB14-3a:LP-DIR-T	hargrave 2017-02-14 21:40:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB14-3	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-3a	0.001
	This study		HT	0.4	297.8	34.5	2.7	1	19	0	GB14-3a:LP-DIR-T	hargrave 2017-02-14 21:40:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB14-3	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-3a	0.001
	This study		HT	0.4	298.8	43.9	2.7	1	19	100	GB14-3a:LP-DIR-T	hargrave 2017-02-14 21:40:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB14-3	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-3a	0.001
	This study		HT	0.3	215.0	26.6	2.8	1	19	-1	GB14-4a:LP-DIR-T	hargrave 2017-02-14 21:42:22	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB14-4	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-4a	0.001
	This study		HT	0.3	295.0	36.2	2.8	1	19	0	GB14-4a:LP-DIR-T	hargrave 2017-02-14 21:42:22	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB14-4	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-4a	0.001
	This study		HT	0.3	295.7	45.7	2.8	1	19	100	GB14-4a:LP-DIR-T	hargrave 2017-02-14 21:42:22	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB14-4	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-4a	0.001
	This study		HT	0.8	41.2	40.7	2.1	1	19	-1	GB14-5a:LP-DIR-T	hargrave 2017-02-14 21:44:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB14-5	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-5a	0.001
	This study		HT	0.8	299.1	33.7	2.1	1	19	0	GB14-5a:LP-DIR-T	hargrave 2017-02-14 21:44:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB14-5	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-5a	0.001
	This study		HT	0.8	300.3	43.1	2.1	1	19	100	GB14-5a:LP-DIR-T	hargrave 2017-02-14 21:44:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB14-5	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-5a	0.001
	This study		HT	0.8	26.3	42.5	4.2	1	19	-1	GB14-6a:LP-DIR-T	hargrave 2017-02-14 21:45:56	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB14-6	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-6a	0.001
	This study		HT	0.8	297.9	34.3	4.2	1	19	0	GB14-6a:LP-DIR-T	hargrave 2017-02-14 21:45:56	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB14-6	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-6a	0.001
	This study		HT	0.8	298.9	43.7	4.2	1	19	100	GB14-6a:LP-DIR-T	hargrave 2017-02-14 21:45:56	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB14-6	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-6a	0.001
	This study		HT	0.8	28.3	30.0	3.0	1	19	-1	GB14-7a:LP-DIR-T	hargrave 2017-02-14 21:47:30	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB14-7	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-7a	0.001
	This study		HT	0.8	295.8	22.0	3.0	1	19	0	GB14-7a:LP-DIR-T	hargrave 2017-02-14 21:47:30	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB14-7	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-7a	0.001
	This study		HT	0.8	296.2	31.4	3.0	1	19	100	GB14-7a:LP-DIR-T	hargrave 2017-02-14 21:47:30	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB14-7	GB14	pmagpy-3.8.9-2: demag_gui.v.3.0	GB14-7a	0.001
	This study		HT	0.2	168.1	26.0	1.4	1	15	-1	GB15-1a:LP-DIR-T	hargrave 2017-02-14 21:49:00	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB15-1	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-1a	0.001
	This study		HT	0.2	306.2	36.8	1.4	1	15	0	GB15-1a:LP-DIR-T	hargrave 2017-02-14 21:49:00	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB15-1	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-1a	0.001
	This study		HT	0.2	308.6	45.9	1.4	1	15	100	GB15-1a:LP-DIR-T	hargrave 2017-02-14 21:49:00	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB15-1	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-1a	0.001
	This study		HT	0.5	199.9	24.7	1.1	1	15	-1	GB15-2a:LP-DIR-T	hargrave 2017-02-14 21:50:31	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	b	GB15-2	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-2a	0.001
	This study		HT	0.5	273.5	35.0	1.1	1	15	0	GB15-2a:LP-DIR-T	hargrave 2017-02-14 21:50:31	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	GB15-2	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-2a	0.001
	This study		HT	0.5	271.0	44.0	1.1	1	15	100	GB15-2a:LP-DIR-T	hargrave 2017-02-14 21:50:31	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	GB15-2	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-2a	0.001
	This study		HT	0.6	274.1	34.4	2.2	1	15	-1	GB15-3a:LP-DIR-T	hargrave 2017-02-14 21:52:06	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB15-3	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-3a	0.001
	This study		HT	0.6	303.1	32.5	2.2	1	15	0	GB15-3a:LP-DIR-T	hargrave 2017-02-14 21:52:06	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB15-3	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-3a	0.001
	This study		HT	0.6	304.8	41.8	2.2	1	15	100	GB15-3a:LP-DIR-T	hargrave 2017-02-14 21:52:06	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB15-3	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-3a	0.001
	This study		HT	1.1	247.8	31.5	2.3	1	15	-1	GB15-4a:LP-DIR-T	hargrave 2017-02-14 21:55:55	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB15-4	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-4a	0.001
	This study		HT	1.1	299.1	37.5	2.3	1	15	0	GB15-4a:LP-DIR-T	hargrave 2017-02-14 21:55:55	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB15-4	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-4a	0.001
	This study		HT	1.1	300.5	46.9	2.3	1	15	100	GB15-4a:LP-DIR-T	hargrave 2017-02-14 21:55:55	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB15-4	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-4a	0.001
	This study		HT	0.6	238.4	25.5	1.7	1	15	-1	GB15-5a:LP-DIR-T	hargrave 2017-02-14 21:57:26	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB15-5	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-5a	0.001
	This study		HT	0.6	300.9	36.5	1.7	1	15	0	GB15-5a:LP-DIR-T	hargrave 2017-02-14 21:57:26	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB15-5	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-5a	0.001
	This study		HT	0.6	302.5	45.8	1.7	1	15	100	GB15-5a:LP-DIR-T	hargrave 2017-02-14 21:57:26	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB15-5	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-5a	0.001
	This study		HT	0.8	254.7	33.2	2.5	1	15	-1	GB15-6a:LP-DIR-T	hargrave 2017-02-14 21:58:57	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB15-6	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-6a	0.001
	This study		HT	0.8	298.9	36.0	2.5	1	15	0	GB15-6a:LP-DIR-T	hargrave 2017-02-14 21:58:57	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB15-6	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-6a	0.001
	This study		HT	0.8	300.1	45.4	2.5	1	15	100	GB15-6a:LP-DIR-T	hargrave 2017-02-14 21:58:57	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB15-6	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-6a	0.001
	This study		HT	0.3	29.9	51.1	1.6	1	15	-1	GB15-7a:LP-DIR-T	hargrave 2017-02-14 22:00:31	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB15-7	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-7a	0.001
	This study		HT	0.3	300.2	34.8	1.6	1	15	0	GB15-7a:LP-DIR-T	hargrave 2017-02-14 22:00:31	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB15-7	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-7a	0.001
	This study		HT	0.3	301.6	44.2	1.6	1	15	100	GB15-7a:LP-DIR-T	hargrave 2017-02-14 22:00:31	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB15-7	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-7a	0.001
	This study		HT	0.3	124.4	30.8	1.9	1	15	-1	GB15-8a:LP-DIR-T	hargrave 2017-02-14 22:02:22	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB15-8	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-8a	0.001
	This study		HT	0.3	298.3	35.1	1.9	1	15	0	GB15-8a:LP-DIR-T	hargrave 2017-02-14 22:02:22	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB15-8	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-8a	0.001
	This study		HT	0.3	299.5	44.5	1.9	1	15	100	GB15-8a:LP-DIR-T	hargrave 2017-02-14 22:02:22	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB15-8	GB15	pmagpy-3.8.9-2: demag_gui.v.3.0	GB15-8a	0.001
	This study		HT	0.5	155.3	20.8	1.5	1	19	-1	GB16-1a:LP-DIR-T	hargrave 2017-02-14 22:04:03	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-1	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-1a	0.001
	This study		HT	0.5	287.9	32.5	1.5	1	19	0	GB16-1a:LP-DIR-T	hargrave 2017-02-14 22:04:03	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-1	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-1a	0.001
	This study		HT	0.5	287.5	42.0	1.5	1	19	100	GB16-1a:LP-DIR-T	hargrave 2017-02-14 22:04:03	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-1	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-1a	0.001
	This study		HT	1.3	220.8	25.7	2.6	1	19	-1	GB16-2a:LP-DIR-T	hargrave 2017-02-14 22:05:36	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-2	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-2a	0.001
	This study		HT	1.3	298.7	35.2	2.6	1	19	0	GB16-2a:LP-DIR-T	hargrave 2017-02-14 22:05:36	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-2	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-2a	0.001
	This study		HT	1.3	299.9	44.6	2.6	1	19	100	GB16-2a:LP-DIR-T	hargrave 2017-02-14 22:05:36	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-2	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-2a	0.001
	This study		HT	2.4	216.1	10.6	3.2	1	19	-1	GB16-3a:LP-DIR-T	hargrave 2017-02-14 22:07:04	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-3	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-3a	0.001
	This study		HT	2.4	296.2	33.1	3.2	1	19	0	GB16-3a:LP-DIR-T	hargrave 2017-02-14 22:07:04	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-3	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-3a	0.001
