tab 	pmag_results
average_age	average_age_sigma	average_age_unit	average_alpha95	average_dec	average_height	average_inc	average_k	average_lat	average_lon	average_n	average_n_lines	average_n_planes	average_r	data_type	er_analyst_mail_names	er_citation_names	er_location_names	er_site_names	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	pmag_result_name	pole_comp_name	result_description	tilt_correction	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n
1.0880e+03	3.0000e+00	Ma	5.5	273.1	443	16.7	87	47.5311	-90.9325	9	9	0	8.9085	i		This study	Two Island River	SLB14	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB14	hem	Site VGP, coord system = 100 component: hem	0	5.7	2.9	8.4	182.6	9
1.0880e+03	3.0000e+00	Ma	2.4	264.8	443	22.8	472	47.5311	-90.9325	9	9	0	8.9830	i		This study	Two Island River	SLB14	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB14	mag	Site VGP, coord system = 100 component: hem	100	2.5	1.4	5.3	190.9	9
1.0880e+03	3.0000e+00	Ma	5.5	268.3	443	29.5	88	47.5311	-90.9325	9	9	0	8.9090	i		This study	Two Island River	SLB14	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB14	hem	Site VGP, coord system = 100 component: hem	100	6.1	3.4	10.5	191.1	9
1.0880e+03	3.0000e+00	Ma	5.2	270.7	443	10.3	114	47.5309	-90.9315	8	8	0	7.9386	i		This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB15	mag	Site VGP, coord system = 100 component: hem	0	5.3	2.7	4.3	182.1	8
1.0880e+03	3.0000e+00	Ma	4.6	271.1	443	10.8	148	47.5309	-90.9315	8	8	0	7.9526	i		This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB15	hem	Site VGP, coord system = 100 component: hem	0	4.7	2.4	4.8	181.9	8
1.0880e+03	3.0000e+00	Ma	5.2	267.3	443	22.8	114	47.5309	-90.9315	8	8	0	7.9386	i		This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB15	mag	Site VGP, coord system = 100 component: hem	100	5.5	2.9	6.9	189.1	8
1.0880e+03	3.0000e+00	Ma	4.6	267.6	443	23.4	149	47.5309	-90.9315	8	8	0	7.9529	i		This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB15	hem	Site VGP, coord system = 100 component: hem	100	4.9	2.6	7.4	189.1	8
1.0880e+03	3.0000e+00	Ma	7.2	278.0	443	9.6	53	47.5306	-90.9310	9	9	0	8.8484	i		This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB16	mag	Site VGP, coord system = 100 component: hem	0	7.3	3.7	9.0	176.4	9
1.0880e+03	3.0000e+00	Ma	5.6	279.5	443	9.5	86	47.5306	-90.9310	9	9	0	8.9067	i		This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB16	hem	Site VGP, coord system = 100 component: hem	0	5.7	2.9	9.9	175.3	9
1.0880e+03	3.0000e+00	Ma	7.2	275.0	443	23.5	53	47.5306	-90.9310	9	9	0	8.8477	i		This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB16	mag	Site VGP, coord system = 100 component: hem	100	7.7	4.1	12.4	183.8	9
1.0880e+03	3.0000e+00	Ma	5.6	276.7	443	23.6	86	47.5306	-90.9310	9	9	0	8.9067	i		This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB16	hem	Site VGP, coord system = 100 component: hem	100	6.0	3.2	13.6	182.6	9
1.0880e+03	3.0000e+00	Ma	6.8	289.8	443	34.8	68	47.5302	-90.9308	8	8	0	7.8971	i		This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB17	mag	Site VGP, coord system = 100 component: hem	0	7.8	4.5	27.3	178.1	8
1.0880e+03	3.0000e+00	Ma	6.6	290.4	443	35.9	71	47.5302	-90.9308	8	8	0	7.9010	i		This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB17	hem	Site VGP, coord system = 100 component: hem	0	7.7	4.4	28.2	178.3	8
1.0880e+03	3.0000e+00	Ma	6.8	283.0	443	50.2	68	47.5302	-90.9308	8	8	0	7.8970	i		This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB17	mag	Site VGP, coord system = 100 component: hem	100	9.1	6.1	30.7	192.9	8
1.0880e+03	3.0000e+00	Ma	6.6	283.5	443	51.4	71	47.5302	-90.9308	8	8	0	7.9009	i		This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB17	hem	Site VGP, coord system = 100 component: hem	100	9.0	6.1	31.7	193.5	8
1.0880e+03	3.0000e+00	Ma	3.5	287.0	443	36.7	217	47.5301	-90.9306	9	9	0	8.9631	i		This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB18	mag	Site VGP, coord system = 100 component: hem	0	4.1	2.4	26.3	181.2	9
1.0880e+03	3.0000e+00	Ma	3.6	287.1	443	36.1	205	47.5301	-90.9306	9	9	0	8.9610	i		This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB18	hem	Site VGP, coord system = 100 component: hem	0	4.2	2.4	26.1	180.8	9
1.0880e+03	3.0000e+00	Ma	3.5	278.8	443	51.6	218	47.5301	-90.9306	9	9	0	8.9632	i		This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB18	mag	Site VGP, coord system = 100 component: hem	100	4.8	3.2	28.7	196.6	9
1.0880e+03	3.0000e+00	Ma	3.6	279.2	443	51.1	206	47.5301	-90.9306	9	9	0	8.9612	i		This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB18	hem	Site VGP, coord system = 100 component: hem	100	4.9	3.3	28.7	196.0	9
1.0880e+03	3.0000e+00	Ma	3.4	289.4	443	33.4	228	47.5299	-90.9304	9	9	0	8.9649	i		This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB19	mag	Site VGP, coord system = 100 component: hem	0	3.9	2.2	26.4	177.7	9
1.0880e+03	3.0000e+00	Ma	3.6	290.2	443	33.0	208	47.5299	-90.9304	9	9	0	8.9616	i		This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB19	hem	Site VGP, coord system = 100 component: hem	0	4.1	2.3	26.7	176.9	9
1.0880e+03	3.0000e+00	Ma	3.4	282.9	443	48.8	231	47.5299	-90.9304	9	9	0	8.9653	i		This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB19	mag	Site VGP, coord system = 100 component: hem	100	4.5	3.0	29.8	191.8	9
1.0880e+03	3.0000e+00	Ma	3.6	284.0	443	48.4	208	47.5299	-90.9304	9	9	0	8.9615	i		This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB19	hem	Site VGP, coord system = 100 component: hem	100	4.7	3.1	30.3	190.8	9
1.0880e+03	3.0000e+00	Ma	4.1	295.1	443	35.9	181	47.5298	-90.9303	8	8	0	7.9613	i		This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB20	mag	Site VGP, coord system = 100 component: hem	0	4.8	2.8	31.4	174.7	8
1.0880e+03	3.0000e+00	Ma	3.7	293.8	443	36.1	223	47.5298	-90.9303	8	8	0	7.9686	i		This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB20	hem	Site VGP, coord system = 100 component: hem	0	4.3	2.5	30.6	175.8	8
1.0880e+03	3.0000e+00	Ma	4.1	289.6	443	51.9	180	47.5298	-90.9303	8	8	0	7.9612	i		This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB20	mag	Site VGP, coord system = 100 component: hem	100	5.6	3.8	36.0	190.1	8
1.0880e+03	3.0000e+00	Ma	3.7	287.8	443	51.9	223	47.5298	-90.9303	8	8	0	7.9686	i		This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB20	hem	Site VGP, coord system = 100 component: hem	100	5.1	3.5	34.8	191.2	8
1.0880e+03	3.0000e+00	Ma	3.9	290.2	443	29.9	202	47.5295	-90.9300	8	8	0	7.9654	i		This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB21	mag	Site VGP, coord system = 100 component: hem	0	4.3	2.4	25.3	175.4	8
1.0880e+03	3.0000e+00	Ma	4.2	288.2	443	29.5	173	47.5295	-90.9300	8	8	0	7.9594	i		This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB21	hem	Site VGP, coord system = 100 component: hem	0	4.6	2.6	23.8	176.7	8
1.0880e+03	3.0000e+00	Ma	3.9	284.7	443	45.4	201	47.5295	-90.9300	8	8	0	7.9653	i		This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB21	mag	Site VGP, coord system = 100 component: hem	100	5.0	3.1	29.1	188.2	8
1.0880e+03	3.0000e+00	Ma	4.2	282.4	443	44.7	173	47.5295	-90.9300	8	8	0	7.9595	i		This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB21	hem	Site VGP, coord system = 100 component: hem	100	5.3	3.3	27.2	189.3	8
1.0880e+03	3.0000e+00	Ma	3.2	287.2	443	34.6	296	47.5279	-90.9312	8	8	0	7.9763	i		This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB22	mag	Site VGP, coord system = 100 component: hem	0	3.7	2.1	25.4	180.0	8
1.0880e+03	3.0000e+00	Ma	3.3	288.4	443	36.0	278	47.5279	-90.9312	8	8	0	7.9748	i		This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB22	hem	Site VGP, coord system = 100 component: hem	0	3.8	2.2	26.9	179.8	8
1.0880e+03	3.0000e+00	Ma	3.2	279.8	443	49.6	295	47.5279	-90.9312	8	8	0	7.9763	i		This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB22	mag	Site VGP, coord system = 100 component: hem	100	4.3	2.8	28.2	194.5	8
1.0880e+03	3.0000e+00	Ma	3.3	281.0	443	51.1	280	47.5279	-90.9312	8	8	0	7.9750	i		This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB22	hem	Site VGP, coord system = 100 component: hem	100	4.5	3.0	29.9	194.9	8
1.0880e+03	3.0000e+00	Ma	3.2	294.3	443	33.4	364	47.5278	-90.9312	7	7	0	6.9835	i		This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB23	mag	Site VGP, coord system = 100 component: hem	0	3.6	2.1	29.7	174.0	7
1.0880e+03	3.0000e+00	Ma	3.4	293.2	443	33.9	320	47.5278	-90.9312	7	7	0	6.9812	i		This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB23	hem	Site VGP, coord system = 100 component: hem	0	3.9	2.2	29.1	175.1	7
1.0880e+03	3.0000e+00	Ma	3.2	289.0	443	49.4	361	47.5278	-90.9312	7	7	0	6.9834	i		This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB23	mag	Site VGP, coord system = 100 component: hem	100	4.2	2.8	34.2	188.3	7
1.0880e+03	3.0000e+00	Ma	3.4	287.6	443	49.7	321	47.5278	-90.9312	7	7	0	6.9813	i		This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB23	hem	Site VGP, coord system = 100 component: hem	100	4.5	3.0	33.4	189.5	7
1.0880e+03	3.0000e+00	Ma	3.5	287.9	443	27.5	222	47.5276	-90.9313	9	9	0	8.9639	i		This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB24	mag	Site VGP, coord system = 100 component: hem	0	3.8	2.1	22.7	176.0	9
1.0880e+03	3.0000e+00	Ma	4.1	287.7	443	29.4	161	47.5276	-90.9313	9	9	0	8.9504	i		This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB24	hem	Site VGP, coord system = 100 component: hem	0	4.5	2.5	23.4	177.0	9
1.0880e+03	3.0000e+00	Ma	3.5	282.5	443	42.7	222	47.5276	-90.9313	9	9	0	8.9640	i		This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB24	mag	Site VGP, coord system = 100 component: hem	100	4.3	2.7	26.2	187.9	9
1.0880e+03	3.0000e+00	Ma	4.1	281.8	443	44.6	161	47.5276	-90.9313	9	9	0	8.9504	i		This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB24	hem	Site VGP, coord system = 100 component: hem	100	5.2	3.3	26.7	189.6	9
1.0880e+03	3.0000e+00	Ma	4.0	283.7	443	27.4	148	47.5272	-90.9311	10	10	0	9.9391	i		This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB25	mag	Site VGP, coord system = 100 component: hem	0	4.4	2.4	19.9	179.1	10
1.0880e+03	3.0000e+00	Ma	3.7	286.4	443	28.8	174	47.5272	-90.9311	10	10	0	9.9482	i		This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB25	hem	Site VGP, coord system = 100 component: hem	0	4.1	2.2	22.3	177.7	10
1.0880e+03	3.0000e+00	Ma	4.0	277.5	443	42.0	148	47.5272	-90.9311	10	10	0	9.9392	i		This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB25	mag	Site VGP, coord system = 100 component: hem	100	4.9	3.0	22.5	190.9	10
1.0880e+03	3.0000e+00	Ma	3.7	280.4	443	43.7	174	47.5272	-90.9311	10	10	0	9.9484	i		This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB25	hem	Site VGP, coord system = 100 component: hem	100	4.6	2.9	25.3	190.0	10
1.0880e+03	3.0000e+00	Ma	4.9	291.9	443	35.5	128	47.5265	-90.9309	8	8	0	7.9452	i		This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB26	mag	Site VGP, coord system = 100 component: hem	0	5.7	3.3	29.0	177.0	8
1.0880e+03	3.0000e+00	Ma	5.0	292.1	443	33.6	124	47.5265	-90.9309	8	8	0	7.9437	i		This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB26	hem	Site VGP, coord system = 100 component: hem	0	5.7	3.2	28.3	175.8	8
1.0880e+03	3.0000e+00	Ma	4.9	285.5	443	51.2	127	47.5265	-90.9309	8	8	0	7.9450	i		This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB26	mag	Site VGP, coord system = 100 component: hem	100	6.6	4.5	32.9	192.1	8
1.0880e+03	3.0000e+00	Ma	5.0	286.2	443	49.3	124	47.5265	-90.9309	8	8	0	7.9436	i		This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB26	hem	Site VGP, coord system = 100 component: hem	100	6.6	4.4	32.2	190.1	8
1.0880e+03	3.0000e+00	Ma	3.8	293.4	443	34.7	209	47.5263	-90.9306	8	8	0	7.9665	i		This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB27	mag	Site VGP, coord system = 100 component: hem	0	4.4	2.5	29.7	175.4	8
1.0880e+03	3.0000e+00	Ma	4.3	293.6	443	33.9	171	47.5263	-90.9306	8	8	0	7.9590	i		This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB27	hem	Site VGP, coord system = 100 component: hem	0	4.9	2.8	29.4	174.8	8
1.0880e+03	3.0000e+00	Ma	3.8	287.6	443	50.6	209	47.5263	-90.9306	8	8	0	7.9666	i		This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB27	mag	Site VGP, coord system = 100 component: hem	100	5.1	3.4	33.9	190.2	8
